image_name,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,label
IMG_4033.jpg,3.088920772840e+00,9.816971698048e+00,9.999958137342e+00,9.997393303062e+00,-1.000000000000e+01,-9.999999982164e+00,-1.000000000000e+01,000
IMG_4034.jpg,3.089456187688e+00,9.844984622490e+00,9.999973547707e+00,9.997597271736e+00,-1.000000000000e+01,-9.999999990582e+00,-1.000000000000e+01,000
IMG_4043.jpg,3.074611925456e+00,9.947603821647e+00,9.999980772846e+00,9.997102595875e+00,-1.000000000000e+01,-9.999999993566e+00,1.000000000000e+01,001
IMG_4044.jpg,3.073640853407e+00,9.977763405402e+00,9.999998199827e+00,9.993745726464e+00,1.000000000000e+01,-9.999999987485e+00,1.000000000000e+01,001
IMG_4057.jpg,3.135084311510e+00,9.996726519782e+00,9.999999147248e+00,9.999701982289e+00,-1.000000000000e+01,-9.999999999743e+00,1.000000000000e+01,010
IMG_4058.jpg,3.134769086150e+00,9.988130580156e+00,9.999998351519e+00,9.999287066438e+00,-1.000000000000e+01,-9.999999998857e+00,1.000000000000e+01,010
IMG_4067.jpg,3.123180259064e+00,9.989823950054e+00,9.999999714073e+00,9.999035813596e+00,-1.000000000000e+01,-9.999999998516e+00,1.000000000000e+01,011
IMG_4068.jpg,3.119793528684e+00,9.995443559545e+00,9.999999983304e+00,9.999367798538e+00,-1.000000000000e+01,-9.999999999363e+00,1.000000000000e+01,011
IMG_4079.jpg,3.016060906601e+00,9.116704782250e+00,9.999062523822e+00,9.973778386182e+00,-1.000000000000e+01,-9.999999304299e+00,1.000000000000e+01,100
IMG_4080.jpg,3.011133381787e+00,9.480130835608e+00,9.999847337661e+00,9.993220003798e+00,-1.000000000000e+01,-9.999999910454e+00,1.000000000000e+01,100
