image_name,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,label
IMG_4039.jpg,3.026102736074e+00,9.509296309418e+00,9.999499590905e+00,9.974934167537e+00,-1.000000000000e+01,-9.999999736109e+00,-1.000000000000e+01,000
IMG_4040.jpg,3.038469875918e+00,9.413555320435e+00,9.999580261863e+00,9.989137884102e+00,-1.000000000000e+01,-9.999999837918e+00,-1.000000000000e+01,000
IMG_4050.jpg,3.073921316852e+00,9.981099467116e+00,9.999991051758e+00,9.997371580612e+00,1.000000000000e+01,9.999999999875e+00,1.000000000000e+01,001
IMG_4051.jpg,3.070775390427e+00,9.914260858488e+00,9.999998021820e+00,9.991358284870e+00,-1.000000000000e+01,-9.999999961460e+00,1.000000000000e+01,001
IMG_4062.jpg,3.130558106999e+00,9.952112848251e+00,9.999993453600e+00,9.998918078313e+00,-1.000000000000e+01,-9.999999996435e+00,-1.000000000000e+01,010
IMG_4065.jpg,3.026262427151e+00,6.756930988086e+00,9.377480105935e+00,9.902829797550e+00,-9.999999999994e+00,-9.999958154746e+00,-9.999999999992e+00,010
IMG_4073.jpg,3.133575056564e+00,9.999931979731e+00,9.999999892467e+00,9.999874812102e+00,1.000000000000e+01,-9.999999999998e+00,1.000000000000e+01,011
IMG_4074.jpg,3.134812697646e+00,9.998465163099e+00,9.999999870394e+00,9.999665920270e+00,1.000000000000e+01,-9.999999999820e+00,1.000000000000e+01,011
IMG_4086.jpg,2.995406714070e+00,9.210257696234e+00,9.999431463746e+00,9.977258179853e+00,-1.000000000000e+01,-9.999999490844e+00,1.000000000000e+01,100
IMG_4087.jpg,2.990851968145e+00,9.427532364490e+00,9.999818519549e+00,9.993302216018e+00,-1.000000000000e+01,-9.999999895679e+00,-1.000000000000e+01,100
