image_name,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,label
IMG_4037.jpg,3.012820511011e+00,8.650604285712e+00,9.994642096242e+00,9.940411346939e+00,-1.000000000000e+01,-9.999997244697e+00,-1.000000000000e+01,000
IMG_4038.jpg,3.025488464030e+00,9.521940225246e+00,9.999867205569e+00,9.994004161479e+00,1.000000000000e+01,-9.999999952215e+00,1.000000000000e+01,000
IMG_4045.jpg,3.106538363567e+00,9.992043030548e+00,9.999998528249e+00,9.999270037919e+00,1.000000000000e+01,-9.999999999708e+00,-1.000000000000e+01,001
IMG_4049.jpg,3.090818975312e+00,9.749022797058e+00,9.999975844546e+00,9.989589865057e+00,-1.000000000000e+01,-9.999999907648e+00,1.000000000000e+01,001
IMG_4059.jpg,3.142147660372e+00,9.987300074312e+00,9.999999352425e+00,9.999418609146e+00,-1.000000000000e+01,-9.999999999015e+00,-1.000000000000e+01,010
IMG_4060.jpg,3.084471493349e+00,6.991752457228e+00,9.778012232048e+00,9.971148442521e+00,1.000000000000e+01,9.999995639297e+00,9.999999999999e+00,010
IMG_4069.jpg,3.120995032147e+00,9.982804839905e+00,9.999998935721e+00,9.998523861448e+00,-1.000000000000e+01,-9.999999997098e+00,-1.000000000000e+01,011
IMG_4070.jpg,3.115776752071e+00,9.953441592895e+00,9.999995208507e+00,9.997921654078e+00,-1.000000000000e+01,-9.999999993013e+00,-1.000000000000e+01,011
IMG_4084.jpg,3.046489139545e+00,9.650482300457e+00,9.999909128404e+00,9.991921154376e+00,-1.000000000000e+01,-9.999999910356e+00,1.000000000000e+01,100
IMG_4085.jpg,3.048061320433e+00,9.775158939827e+00,9.999959805992e+00,9.992742490499e+00,-1.000000000000e+01,-9.999999951958e+00,1.000000000000e+01,100
